Store,Cluster,Date,DayOfWeek_sin,DayOfWeek_cos,Month_sin,Month_cos,DayOfYear_sin,DayOfYear_cos,Sales_Lag_1,Sales_Lag_7,Sales_Lag_14,RollingMean_7,RollingMedian_7,RollingStd_7,RollingMean_30,RollingMedian_30,RollingStd_30,CompetitionDistance,Promo,Promo2,StoreType_a,StoreType_b,StoreType_c,StoreType_d,Assortment_a,Assortment_b,Assortment_c,Sales
677,2,2013-01-30,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,0.4937755501599772,0.869589389346611,5441.0,7361.0,5634.0,5528.285714285715,6181.0,2622.187999507645,5754.266666666666,6522.5,2969.6911825205375,1740.0,0,1,0,0,0,1,1,0,0,6181
677,2,2013-01-31,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0.5086709438521044,0.8609610158889943,6181.0,7210.0,3125.0,5570.285714285715,6181.0,2655.7533591736087,6004.4,6589.5,2778.1529909958717,1740.0,0,1,0,0,0,1,1,0,0,7504
677,2,2013-02-01,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001,0.5234156073655503,0.8520775211013093,7504.0,7875.0,5292.0,5409.714285714285,6181.0,2523.8875908860473,6005.666666666667,6589.5,2778.4958512479907,1740.0,0,1,0,0,0,1,1,0,0,6751
677,2,2013-02-02,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,0.5380051715382996,0.8429415373547828,6751.0,6858.0,6414.0,5504.428571428572,6181.0,2598.629501432301,6034.966666666666,6589.5,2790.048182544441,1740.0,0,1,0,0,0,1,1,0,0,7521
677,2,2013-02-03,-2.4492935982947064e-16,1.0,0.8660254037844386,0.5000000000000001,0.5524353131676196,0.8335557718385699,7521.0,0.0,0.0,5504.428571428572,6181.0,2598.629501432301,5814.9,6522.5,2996.510112067726,1740.0,0,1,0,0,0,1,1,0,0,0
677,2,2013-02-04,0.7818314824680298,0.6234898018587336,0.8660254037844386,0.5000000000000001,0.5667017562911176,0.8239230057575542,0.0,5133.0,9601.0,6133.714285714285,6751.0,2996.58103590774,5913.6,6609.5,3070.333797421089,1740.0,1,1,0,0,0,1,1,0,0,9538
677,2,2013-02-05,0.9749279121818236,-0.22252093395631434,0.8660254037844386,0.5000000000000001,0.5808002734538009,0.8140460935082178,9538.0,5441.0,9235.0,6555.857142857143,7504.0,3089.434653167222,6193.466666666666,6804.5,2890.0747124733916,1740.0,1,1,0,0,0,1,1,0,0,8396
677,2,2013-02-06,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001,0.5947266869607634,0.8039279618328213,8396.0,6181.0,7361.0,6897.142857142857,7521.0,3171.975222085413,6135.0,6804.5,2820.537231780865,1740.0,1,1,0,0,0,1,1,0,0,8570
677,2,2013-02-07,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001,0.6084768701151261,0.7935716089521474,8570.0,7504.0,7210.0,6921.285714285715,7673.0,3178.001453444481,6141.333333333333,6804.5,2823.879788070176,1740.0,1,1,0,0,0,1,1,0,0,7673
677,2,2013-02-08,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001,0.6220467484408675,0.7829801036770629,7673.0,6751.0,7875.0,7141.285714285715,8291.0,3217.3094201151835,6153.433333333333,6804.5,2832.5637915735156,1740.0,1,1,0,0,0,1,1,0,0,8291
677,2,2013-02-09,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,0.6354323008901774,0.7721565844991642,8291.0,7521.0,6858.0,7158.571428571428,8291.0,3220.013450134582,6149.9,6804.5,2830.571556149527,1740.0,0,1,0,0,0,1,1,0,0,7642
677,2,2013-02-10,-2.4492935982947064e-16,1.0,0.8660254037844386,0.5000000000000001,0.6486295610349814,0.7611042586607747,7642.0,0.0,0.0,7158.571428571428,8291.0,3220.013450134582,5863.266666666666,6609.5,3004.0796620748843,1740.0,0,1,0,0,0,1,1,0,0,0
677,2,2013-02-11,0.7818314824680298,0.6234898018587336,0.8660254037844386,0.5000000000000001,0.6616346182422783,0.7498264012045686,0.0,9538.0,5133.0,6714.0,7673.0,3046.9217799827634,5866.266666666666,6609.5,3004.612923986799,1740.0,0,1,0,0,0,1,1,0,0,6426
677,2,2013-02-12,0.9749279121818236,-0.22252093395631434,0.8660254037844386,0.5000000000000001,0.6744436188329455,0.7383263540031065,6426.0,8396.0,5441.0,6254.714285714285,7642.0,2992.9571616427406,6038.966666666666,6609.5,2797.5667565710137,1740.0,0,1,0,0,0,1,1,0,0,5181
677,2,2013-02-13,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001,0.6870527672236669,0.7266075247685656,5181.0,8570.0,6181.0,5815.142857142857,6426.0,2817.02724093866,6006.466666666666,6588.5,2798.0740634171593,1740.0,0,1,0,0,0,1,1,0,0,5493
677,2,2013-02-14,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001,0.6994583270516471,0.7146733860429609,5493.0,7673.0,7504.0,5673.571428571428,6426.0,2731.7078209515053,6034.266666666666,6716.5,2800.5872774920927,1740.0,0,1,0,0,0,1,1,0,0,6682
677,2,2013-02-15,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001,0.7116566222817746,0.702527474169157,6682.0,8291.0,6751.0,5497.857142857143,6426.0,2570.0604032182746,6081.833333333333,6804.5,2805.668364448009,1740.0,0,1,0,0,0,1,1,0,0,7061
677,2,2013-02-16,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,0.7236440382959124,0.6901733882429719,7061.0,7642.0,7521.0,5408.857142857143,6426.0,2493.0684860609986,6211.633333333333,6938.5,2753.752618084855,1740.0,0,1,0,0,0,1,1,0,0,7019
