store,cluster,x_train,y_train,x_val,y_val
1040,1,"(723, 7, 27)","(723, 1)","(176, 7, 27)","(176, 1)"
267,1,"(723, 7, 27)","(723, 1)","(176, 7, 27)","(176, 1)"
389,1,"(723, 7, 27)","(723, 1)","(176, 7, 27)","(176, 1)"
178,1,"(723, 7, 27)","(723, 1)","(176, 7, 27)","(176, 1)"
831,1,"(723, 7, 27)","(723, 1)","(176, 7, 27)","(176, 1)"
868,1,"(723, 7, 27)","(723, 1)","(176, 7, 27)","(176, 1)"
261,1,"(723, 7, 27)","(723, 1)","(176, 7, 27)","(176, 1)"
1075,1,"(723, 7, 27)","(723, 1)","(176, 7, 27)","(176, 1)"
698,1,"(723, 7, 27)","(723, 1)","(176, 7, 27)","(176, 1)"
368,1,"(723, 7, 27)","(723, 1)","(176, 7, 27)","(176, 1)"
674,1,"(723, 7, 27)","(723, 1)","(176, 7, 27)","(176, 1)"
853,1,"(723, 7, 27)","(723, 1)","(176, 7, 27)","(176, 1)"
1014,1,"(723, 7, 27)","(723, 1)","(176, 7, 27)","(176, 1)"
738,1,"(723, 7, 27)","(723, 1)","(176, 7, 27)","(176, 1)"
849,1,"(723, 7, 27)","(723, 1)","(176, 7, 27)","(176, 1)"
416,1,"(723, 7, 27)","(723, 1)","(176, 7, 27)","(176, 1)"
381,1,"(723, 7, 27)","(723, 1)","(176, 7, 27)","(176, 1)"
704,1,"(723, 7, 27)","(723, 1)","(176, 7, 27)","(176, 1)"
842,1,"(576, 7, 27)","(576, 1)","(139, 7, 27)","(139, 1)"
668,1,"(723, 7, 27)","(723, 1)","(176, 7, 27)","(176, 1)"
173,1,"(723, 7, 27)","(723, 1)","(176, 7, 27)","(176, 1)"
336,1,"(723, 7, 27)","(723, 1)","(176, 7, 27)","(176, 1)"
679,1,"(723, 7, 27)","(723, 1)","(176, 7, 27)","(176, 1)"
411,1,"(723, 7, 27)","(723, 1)","(176, 7, 27)","(176, 1)"
546,1,"(723, 7, 27)","(723, 1)","(176, 7, 27)","(176, 1)"
705,1,"(723, 7, 27)","(723, 1)","(176, 7, 27)","(176, 1)"
863,1,"(723, 7, 27)","(723, 1)","(176, 7, 27)","(176, 1)"
189,1,"(723, 7, 27)","(723, 1)","(176, 7, 27)","(176, 1)"
807,1,"(723, 7, 27)","(723, 1)","(176, 7, 27)","(176, 1)"
214,1,"(723, 7, 27)","(723, 1)","(176, 7, 27)","(176, 1)"
158,1,"(723, 7, 27)","(723, 1)","(176, 7, 27)","(176, 1)"
316,1,"(723, 7, 27)","(723, 1)","(176, 7, 27)","(176, 1)"
