Store,Cluster,Date,DayOfWeek_sin,DayOfWeek_cos,Month_sin,Month_cos,DayOfYear_sin,DayOfYear_cos,Sales_Lag_1,Sales_Lag_7,Sales_Lag_14,RollingMean_7,RollingMedian_7,RollingStd_7,RollingMean_30,RollingMedian_30,RollingStd_30,CompetitionDistance,Promo,Promo2,StoreType_a,StoreType_b,StoreType_c,StoreType_d,Assortment_a,Assortment_b,Assortment_c,Sales
643,0,2013-01-30,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,0.4937755501599772,0.869589389346611,6162.0,7857.0,6156.0,6044.857142857143,6361.0,2941.551712309419,6426.2,6716.5,3244.6828376963717,230.0,0,1,1,0,0,0,1,0,0,5951
643,0,2013-01-31,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0.5086709438521044,0.8609610158889943,5951.0,8175.0,6488.0,6287.714285714285,6361.0,3205.099775580874,6755.366666666667,6947.5,3066.2719640422088,230.0,0,1,1,0,0,0,1,0,0,9875
643,0,2013-02-01,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001,0.5234156073655503,0.8520775211013093,9875.0,9303.0,6439.0,6296.285714285715,6361.0,3214.5737775681196,6793.7,6947.5,3092.2018842733164,230.0,0,1,1,0,0,0,1,0,0,9363
643,0,2013-02-02,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,0.5380051715382996,0.8429415373547828,9363.0,6361.0,7023.0,6586.142857142857,6362.0,3311.4004805908244,6844.3,7063.5,3105.917013235133,230.0,0,1,1,0,0,0,1,0,0,8390
643,0,2013-02-03,-2.4492935982947064e-16,1.0,0.8660254037844386,0.5000000000000001,0.5524353131676196,0.8335557718385699,8390.0,0.0,0.0,6586.142857142857,6362.0,3311.4004805908244,6583.733333333334,6792.0,3340.536514139435,230.0,0,1,1,0,0,0,1,0,0,0
643,0,2013-02-04,0.7818314824680298,0.6234898018587336,0.8660254037844386,0.5000000000000001,0.5667017562911176,0.8239230057575542,0.0,6362.0,9994.0,7157.857142857143,8390.0,3599.217573703643,6692.4,6792.0,3410.33837536435,230.0,1,1,1,0,0,0,1,0,0,10364
643,0,2013-02-05,0.9749279121818236,-0.22252093395631434,0.8660254037844386,0.5000000000000001,0.5808002734538009,0.8140460935082178,10364.0,6162.0,9593.0,7582.0,9131.0,3637.0428464161187,6996.766666666666,7440.0,3192.9945266358404,230.0,1,1,1,0,0,0,1,0,0,9131
643,0,2013-02-06,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001,0.5947266869607634,0.8039279618328213,9131.0,5951.0,7857.0,8072.714285714285,9363.0,3611.9508908753496,6933.666666666667,7440.0,3123.3970932782227,230.0,1,1,1,0,0,0,1,0,0,9386
643,0,2013-02-07,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001,0.6084768701151261,0.7935716089521474,9386.0,9875.0,8175.0,7871.142857142857,9131.0,3533.1192275651374,6878.766666666666,7440.0,3079.793574400651,230.0,1,1,1,0,0,0,1,0,0,8464
643,0,2013-02-08,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001,0.6220467484408675,0.7829801036770629,8464.0,9363.0,9303.0,7728.285714285715,8464.0,3482.600020783596,6885.766666666666,7440.0,3083.0265770363776,230.0,1,1,1,0,0,0,1,0,0,8363
