Store,Cluster,Date,DayOfWeek_sin,DayOfWeek_cos,Month_sin,Month_cos,DayOfYear_sin,DayOfYear_cos,Sales_Lag_1,Sales_Lag_7,Sales_Lag_14,RollingMean_7,RollingMedian_7,RollingStd_7,RollingMean_30,RollingMedian_30,RollingStd_30,CompetitionDistance,Promo,Promo2,StoreType_a,StoreType_b,StoreType_c,StoreType_d,Assortment_a,Assortment_b,Assortment_c,Sales
451,0,2013-01-30,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,0.4937755501599772,0.869589389346611,4011.0,5867.0,3846.0,4041.0,4570.0,1842.2512496037727,4010.2,4525.5,1937.0302260294557,2460.0,0,1,1,0,0,0,1,0,0,4570
451,0,2013-01-31,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0.5086709438521044,0.8609610158889943,4570.0,5405.0,3939.0,4015.5714285714284,4570.0,1821.3965207264127,4184.433333333333,4581.0,1793.6543065106966,2460.0,0,1,1,0,0,0,1,0,0,5227
451,0,2013-02-01,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001,0.5234156073655503,0.8520775211013093,5227.0,5217.0,4181.0,4003.5714285714284,4570.0,1812.4164217183318,4212.366666666667,4597.5,1801.9417014438338,2460.0,0,1,1,0,0,0,1,0,0,5133
451,0,2013-02-02,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,0.5380051715382996,0.8429415373547828,5133.0,4481.0,4592.0,4033.0,4603.0,1823.1014782507298,4234.533333333334,4645.0,1803.6086381308528,2460.0,0,1,1,0,0,0,1,0,0,4687
451,0,2013-02-03,-2.4492935982947064e-16,1.0,0.8660254037844386,0.5000000000000001,0.5524353131676196,0.8335557718385699,4687.0,0.0,0.0,4033.0,4603.0,1823.1014782507298,4075.3,4597.5,1958.3020821179725,2460.0,0,1,1,0,0,0,1,0,0,0
451,0,2013-02-04,0.7818314824680298,0.6234898018587336,0.8660254037844386,0.5000000000000001,0.5667017562911176,0.8239230057575542,0.0,4603.0,5416.0,4363.571428571428,4687.0,2127.9805651636675,4173.266666666666,4645.0,2025.6232065003212,2460.0,1,1,1,0,0,0,1,0,0,6917
451,0,2013-02-05,0.9749279121818236,-0.22252093395631434,0.8660254037844386,0.5000000000000001,0.5808002734538009,0.8140460935082178,6917.0,4011.0,5088.0,4675.285714285715,5133.0,2225.31456310381,4379.7,4827.5,1897.1490252845006,2460.0,1,1,1,0,0,0,1,0,0,6193
451,0,2013-02-06,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001,0.5947266869607634,0.8039279618328213,6193.0,4570.0,5867.0,4784.571428571428,5227.0,2238.0305223672926,4333.4,4827.5,1854.4318137165728,2460.0,1,1,1,0,0,0,1,0,0,5335
451,0,2013-02-07,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001,0.6084768701151261,0.7935716089521474,5335.0,5227.0,5405.0,4820.0,5335.0,2248.141677030164,4338.333333333333,4827.5,1857.3607774127418,2460.0,1,1,1,0,0,0,1,0,0,5475
451,0,2013-02-08,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001,0.6220467484408675,0.7829801036770629,5475.0,5133.0,5217.0,4830.571428571428,5335.0,2250.031989190587,4333.733333333334,4827.5,1854.9509879821871,2460.0,1,1,1,0,0,0,1,0,0,5207
451,0,2013-02-09,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,0.6354323008901774,0.7721565844991642,5207.0,4687.0,4481.0,4923.714285714285,5339.0,2256.583753840135,4344.866666666667,4827.5,1860.1139700591452,2460.0,0,1,1,0,0,0,1,0,0,5339
451,0,2013-02-10,-2.4492935982947064e-16,1.0,0.8660254037844386,0.5000000000000001,0.6486295610349814,0.7611042586607747,5339.0,0.0,0.0,4923.714285714285,5339.0,2256.583753840135,4150.066666666667,4645.0,1998.5576684256544,2460.0,0,1,1,0,0,0,1,0,0,0
451,0,2013-02-11,0.7818314824680298,0.6234898018587336,0.8660254037844386,0.5000000000000001,0.6616346182422783,0.7498264012045686,0.0,6917.0,4603.0,4583.857142857143,5335.0,2078.4645316973315,4135.733333333334,4597.5,1994.0261114973725,2460.0,0,1,1,0,0,0,1,0,0,4538
451,0,2013-02-12,0.9749279121818236,-0.22252093395631434,0.8660254037844386,0.5000000000000001,0.6744436188329455,0.7383263540031065,4538.0,6193.0,4011.0,3942.4285714285716,5207.0,2188.9903195417783,4192.5,4597.5,1893.9585574244697,2460.0,0,1,1,0,0,0,1,0,0,1703
451,0,2013-02-13,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001,0.6870527672236669,0.7266075247685656,1703.0,5335.0,4570.0,3884.285714285714,4928.0,2150.9107926864926,4209.766666666666,4645.0,1898.3659158799474,2460.0,0,1,1,0,0,0,1,0,0,4928
451,0,2013-02-14,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001,0.6994583270516471,0.7146733860429609,4928.0,5475.0,5227.0,3752.8571428571427,4555.0,2063.858637647083,4215.1,4645.0,1899.1288629082107,2460.0,0,1,1,0,0,0,1,0,0,4555
451,0,2013-02-15,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001,0.7116566222817746,0.702527474169157,4555.0,5207.0,5133.0,3679.714285714286,4555.0,2012.1600097313092,4243.4,4691.0,1899.764642410139,2460.0,0,1,1,0,0,0,1,0,0,4695
451,0,2013-02-16,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,0.7236440382959124,0.6901733882429719,4695.0,5339.0,4687.0,3571.714285714286,4555.0,1926.7319234293864,4264.866666666667,4691.0,1899.8449071606783,2460.0,0,1,1,0,0,0,1,0,0,4583
451,0,2013-02-17,-2.4492935982947064e-16,1.0,0.8660254037844386,0.5000000000000001,0.7354170229639855,0.6776147890466889,4583.0,0.0,0.0,3571.714285714286,4555.0,1926.7319234293864,4125.5,4691.0,2053.359497053044,2460.0,0,1,1,0,0,0,1,0,0,0
451,0,2013-02-18,0.7818314824680298,0.6234898018587336,0.8660254037844386,0.5000000000000001,0.7469720876965552,0.6648553979642865,0.0,4538.0,6917.0,3887.8571428571427,4583.0,2263.783737357393,4197.466666666666,4811.5,2107.3968536681873,2460.0,1,1,1,0,0,0,1,0,0,6751
451,0,2013-02-19,0.9749279121818236,-0.22252093395631434,0.8660254037844386,0.5000000000000001,0.7583058084785625,0.6518989958787126,6751.0,1703.0,6193.0,4379.857142857143,4695.0,2076.28244936083,4369.033333333334,5008.0,1958.1162390795714,2460.0,1,1,1,0,0,0,1,0,0,5147
451,0,2013-02-20,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001,0.7694148268839378,0.6387494220515272,5147.0,4928.0,5335.0,4452.428571428572,4695.0,2107.281175444072,4369.7,5008.0,1958.4883535611034,2460.0,1,1,1,0,0,0,1,0,0,5436
451,0,2013-02-21,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001,0.7802958510707755,0.6254105729852463,5436.0,4555.0,5475.0,4586.0,5147.0,2144.176143261866,4383.1,5030.5,1964.9370675190448,2460.0,1,1,1,0,0,0,1,0,0,5490
451,0,2013-02-22,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001,0.7909456567567772,0.6118864012687243,5490.0,4695.0,5207.0,4698.714285714285,5436.0,2171.4257769405567,4370.333333333333,5030.5,1956.1881006328276,2460.0,1,1,1,0,0,0,1,0,0,5484
451,0,2013-02-23,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,0.8013610881746766,0.5981809144059164,5484.0,4583.0,5339.0,4631.142857142857,5436.0,2182.955674353117,4327.166666666667,4811.5,1946.8349394874735,2460.0,0,1,1,0,0,0,1,0,0,4110
451,0,2013-02-24,-2.4492935982947064e-16,1.0,0.8660254037844386,0.5000000000000001,0.8115390590073611,0.5842981736283683,4110.0,0.0,0.0,4631.142857142857,5436.0,2182.955674353117,4153.266666666666,4691.0,2092.1870578553608,2460.0,0,1,1,0,0,0,1,0,0,0
451,0,2013-02-25,0.7818314824680298,0.6234898018587336,0.8660254037844386,0.5000000000000001,0.8214765533024142,0.5702422926917871,0.0,6751.0,4538.0,4310.571428571428,5147.0,1974.589734361955,4154.133333333333,4691.0,2092.3328793862893,2460.0,0,1,1,0,0,0,1,0,0,4507
451,0,2013-02-26,0.9749279121818236,-0.22252093395631434,0.8660254037844386,0.5000000000000001,0.8311706263658079,0.5560174366570446,4507.0,5147.0,1703.0,4161.857142857143,4507.0,1939.9936794202379,4291.0,4691.0,1939.9730534922028,2460.0,0,1,1,0,0,0,1,0,0,4106
451,0,2013-02-27,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001,0.8406184056344782,0.5416278206559814,4106.0,5436.0,4928.0,4027.285714285714,4494.0,1868.2239974804684,4287.366666666667,4691.0,1939.4705726818465,2460.0,0,1,1,0,0,0,1,0,0,4494
451,0,2013-02-28,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001,0.8498170915275278,0.5270777086423722,4494.0,5490.0,4555.0,3902.8571428571427,4494.0,1781.5620887834564,4307.633333333333,4691.0,1939.6597370163404,2460.0,0,1,1,0,0,0,1,0,0,4619
451,0,2013-03-01,-0.9749279121818236,-0.2225209339563146,1.0,6.123233995736766e-17,0.8587639582758029,0.5123714121284237,4619.0,5484.0,4695.0,3819.4285714285716,4494.0,1707.3048797391018,4318.633333333333,4797.5,1942.1331053381934,2460.0,0,1,1,0,0,0,1,0,0,4900
451,0,2013-03-02,-0.7818314824680299,0.6234898018587334,1.0,6.123233995736766e-17,0.8674563547295968,0.49751328890718066,4900.0,4110.0,4583.0,4007.714285714286,4507.0,1814.0309363666415,4325.333333333333,4797.5,1945.7182581838217,2460.0,0,1,1,0,0,0,1,0,0,5428
451,0,2013-03-03,-2.4492935982947064e-16,1.0,1.0,6.123233995736766e-17,0.8758917051442429,0.48250774176121847,5428.0,0.0,0.0,4007.714285714286,4507.0,1814.0309363666413,4154.233333333334,4691.0,2092.4057542049263,2460.0,0,1,1,0,0,0,1,0,0,0
451,0,2013-03-04,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17,0.8840675099433636,0.46735921715800227,0.0,4507.0,6751.0,4459.571428571428,4619.0,2290.4903301216855,4253.666666666667,4797.5,2187.321292536057,2460.0,1,1,1,0,0,0,1,0,0,7670
451,0,2013-03-05,0.9749279121818236,-0.22252093395631434,1.0,6.123233995736766e-17,0.8919813464595485,0.45207220393230435,7670.0,4106.0,5147.0,4783.0,4900.0,2389.9287994973115,4466.0,4914.0,2065.9762825356925,2460.0,1,1,1,0,0,0,1,0,0,6370
451,0,2013-03-06,0.43388373911755823,-0.900968867902419,1.0,6.123233995736766e-17,0.8996308696522433,0.43665123195606403,6370.0,4494.0,5436.0,4967.285714285715,5428.0,2413.5488886896887,4428.233333333334,4914.0,2029.6629189024998,2460.0,1,1,1,0,0,0,1,0,0,5784
451,0,2013-03-07,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17,0.9070138128026359,0.4211008707960896,5784.0,4619.0,5490.0,5136.857142857143,5784.0,2426.6632391393887,4415.333333333333,4914.0,2019.2629473584443,2460.0,1,1,1,0,0,0,1,0,0,5806
451,0,2013-03-08,-0.9749279121818236,-0.2225209339563146,1.0,6.123233995736766e-17,0.9141279881853337,0.40542572835999735,5806.0,4900.0,5484.0,5323.428571428572,5806.0,2455.452087168663,4444.366666666667,4914.0,2039.1062525516911,2460.0,1,1,1,0,0,0,1,0,0,6206
451,0,2013-03-09,-0.7818314824680299,0.6234898018587334,1.0,6.123233995736766e-17,0.9209712877166346,0.38963044953078796,6206.0,5428.0,4110.0,5247.714285714285,5806.0,2459.8575645949973,4425.133333333333,4899.0,2031.7578211189837,2460.0,0,1,1,0,0,0,1,0,0,4898
451,0,2013-03-10,-2.4492935982947064e-16,1.0,1.0,6.123233995736766e-17,0.9275416835791966,0.37371971479046906,4898.0,0.0,0.0,5247.714285714285,5806.0,2459.8575645949973,4251.566666666667,4796.5,2179.685862898491,2460.0,0,1,1,0,0,0,1,0,0,0
451,0,2013-03-11,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17,0.9338372288229252,0.35769823883312546,0.0,7670.0,4507.0,4793.428571428572,5784.0,2219.8884999884444,4223.266666666666,4657.0,2170.572750305277,2460.0,0,1,1,0,0,0,1,0,0,4490
451,0,2013-03-12,0.9749279121818236,-0.22252093395631434,1.0,6.123233995736766e-17,0.9398560579418954,0.3415707691678556,4490.0,6370.0,4106.0,4299.285714285715,4898.0,2195.3036778758496,4320.3,4657.0,2036.1711389017748,2460.0,0,1,1,0,0,0,1,0,0,2911
451,0,2013-03-13,0.43388373911755823,-0.900968867902419,1.0,6.123233995736766e-17,0.9455963874271426,0.3253420847119801,2911.0,5784.0,4494.0,4085.5714285714284,4490.0,2097.307151018725,4311.966666666666,4657.0,2035.76098595931,2460.0,0,1,1,0,0,0,1,0,0,4288
451,0,2013-03-14,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17,0.9510565162951535,0.30901699437494745,4288.0,5806.0,4619.0,3878.285714285714,4355.0,1966.5591536391426,4400.366666666667,4657.0,1975.2439305203472,2460.0,0,1,1,0,0,0,1,0,0,4355
451,0,2013-03-15,-0.9749279121818236,-0.2225209339563146,1.0,6.123233995736766e-17,0.9562348265919056,0.29260033563334836,4355.0,6206.0,4900.0,3667.0,4355.0,1741.34526540067,4393.666666666667,4657.0,1973.732807500118,2460.0,0,1,1,0,0,0,1,0,0,4727
451,0,2013-03-16,-0.7818314824680299,0.6234898018587334,1.0,6.123233995736766e-17,0.9611297838723007,0.27609697309746883,4727.0,4898.0,5428.0,3688.4285714285716,4355.0,1759.8430665964552,4410.1,4711.0,1977.171758363184,2460.0,0,1,1,0,0,0,1,0,0,5048
451,0,2013-03-17,-2.4492935982947064e-16,1.0,1.0,6.123233995736766e-17,0.9657399376548549,0.2595117970697999,5048.0,0.0,0.0,3688.4285714285716,4355.0,1759.8430665964552,4253.6,4673.0,2133.4776790246838,2460.0,0,1,1,0,0,0,1,0,0,0
451,0,2013-03-18,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17,0.970063921851507,0.2428497220959356,0.0,4490.0,7670.0,3963.285714285714,4355.0,2034.6860293655218,4314.633333333333,4812.5,2169.1183253099407,2460.0,1,1,1,0,0,0,1,0,0,6414
451,0,2013-03-19,0.9749279121818236,-0.22252093395631434,1.0,6.123233995736766e-17,0.9741004551724205,0.22611568550828828,6414.0,2911.0,6370.0,4380.428571428572,4727.0,2081.77319106756,4509.0,4899.0,2025.6723873049302,2460.0,1,1,1,0,0,0,1,0,0,5831
451,0,2013-03-20,0.43388373911755823,-0.900968867902419,1.0,6.123233995736766e-17,0.9778483415056568,0.20931464596304847,5831.0,4288.0,5784.0,4565.571428571428,5048.0,2129.2711473759305,4470.1,4899.0,1992.0598825994336,2460.0,1,1,1,0,0,0,1,0,0,5584
