Store,Cluster,Date,DayOfWeek_sin,DayOfWeek_cos,Month_sin,Month_cos,DayOfYear_sin,DayOfYear_cos,Sales_Lag_1,Sales_Lag_7,Sales_Lag_14,RollingMean_7,RollingMedian_7,RollingStd_7,RollingMean_30,RollingMedian_30,RollingStd_30,CompetitionDistance,Promo,Promo2,StoreType_a,StoreType_b,StoreType_c,StoreType_d,Assortment_a,Assortment_b,Assortment_c,Sales
773,0,2013-01-30,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,0.4937755501599772,0.869589389346611,7162.0,7616.0,5593.0,6374.0,7162.0,2904.118627053654,5812.833333333333,6605.0,2943.365374853258,200.0,0,0,1,0,0,0,1,0,0,6837
773,0,2013-01-31,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0.5086709438521044,0.8609610158889943,6837.0,7574.0,5814.0,6376.714285714285,7162.0,2905.4356939069526,6065.933333333333,6938.0,2746.136884517184,200.0,0,0,1,0,0,0,1,0,0,7593
773,0,2013-02-01,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001,0.5234156073655503,0.8520775211013093,7593.0,8362.0,6230.0,6188.428571428572,7044.0,2795.98192990959,6102.233333333334,7041.5,2751.8115874172195,200.0,0,0,1,0,0,0,1,0,0,7044
773,0,2013-02-02,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,0.5380051715382996,0.8429415373547828,7044.0,6373.0,4371.0,6075.0,7044.0,2803.342172003506,6106.966666666666,7041.5,2750.749797260092,200.0,0,0,1,0,0,0,1,0,0,5579
773,0,2013-02-03,-2.4492935982947064e-16,1.0,0.8660254037844386,0.5000000000000001,0.5524353131676196,0.8335557718385699,5579.0,0.0,0.0,6075.0,7044.0,2803.342172003506,5845.966666666666,6938.0,2946.1528214141294,200.0,0,0,1,0,0,0,1,0,0,0
773,0,2013-02-04,0.7818314824680298,0.6234898018587336,0.8660254037844386,0.5000000000000001,0.5667017562911176,0.8239230057575542,0.0,8310.0,7718.0,6321.0,7044.0,3092.770494772177,6028.7,7041.5,3031.764470312342,200.0,1,0,1,0,0,0,1,0,0,10032
773,0,2013-02-05,0.9749279121818236,-0.22252093395631434,0.8660254037844386,0.5000000000000001,0.5808002734538009,0.8140460935082178,10032.0,7162.0,7967.0,6589.714285714285,7044.0,3255.455099484849,6330.133333333333,7103.0,2856.156070464388,200.0,1,0,1,0,0,0,1,0,0,9043
773,0,2013-02-06,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001,0.5947266869607634,0.8039279618328213,9043.0,6837.0,7616.0,6705.714285714285,7593.0,3280.1085202721433,6276.466666666666,7103.0,2814.0408022595566,200.0,1,0,1,0,0,0,1,0,0,7649
773,0,2013-02-07,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001,0.6084768701151261,0.7935716089521474,7649.0,7593.0,7574.0,6895.0,7649.0,3376.655149700662,6253.633333333333,7103.0,2788.784044548168,200.0,1,0,1,0,0,0,1,0,0,8918
773,0,2013-02-08,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001,0.6220467484408675,0.7829801036770629,8918.0,7044.0,8362.0,6961.0,7649.0,3384.558760015846,6245.8,7103.0,2784.7893426179694,200.0,1,0,1,0,0,0,1,0,0,7506
773,0,2013-02-09,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,0.6354323008901774,0.7721565844991642,7506.0,5579.0,6373.0,6795.142857142857,7649.0,3490.362752330643,6143.833333333333,7041.5,2794.14154460084,200.0,0,0,1,0,0,0,1,0,0,4418
773,0,2013-02-10,-2.4492935982947064e-16,1.0,0.8660254037844386,0.5000000000000001,0.6486295610349814,0.7611042586607747,4418.0,0.0,0.0,6795.142857142857,7649.0,3490.362752330643,5850.466666666666,6938.0,2962.488559364882,200.0,0,0,1,0,0,0,1,0,0,0
773,0,2013-02-11,0.7818314824680298,0.6234898018587336,0.8660254037844386,0.5000000000000001,0.6616346182422783,0.7498264012045686,0.0,10032.0,8310.0,6235.857142857143,7506.0,3185.614091954194,5882.233333333334,6938.0,2959.982207347891,200.0,0,0,1,0,0,0,1,0,0,6117
773,0,2013-02-12,0.9749279121818236,-0.22252093395631434,0.8660254037844386,0.5000000000000001,0.6744436188329455,0.7383263540031065,6117.0,9043.0,7162.0,5765.428571428572,6117.0,2935.294071420151,6073.9,6938.0,2744.2609626335616,200.0,0,0,1,0,0,0,1,0,0,5750
773,0,2013-02-13,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001,0.6870527672236669,0.7266075247685656,5750.0,7649.0,6837.0,5615.428571428572,6117.0,2848.5437131478757,6059.233333333334,6718.0,2740.0977667346774,200.0,0,0,1,0,0,0,1,0,0,6599
773,0,2013-02-14,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001,0.6994583270516471,0.7146733860429609,6599.0,8918.0,7593.0,5375.857142857143,6117.0,2582.6004613290734,6113.866666666667,6940.5,2746.997755962747,200.0,0,0,1,0,0,0,1,0,0,7241
773,0,2013-02-15,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001,0.7116566222817746,0.702527474169157,7241.0,7506.0,7044.0,5160.571428571428,5999.0,2433.9718470806006,6127.4,6940.5,2745.3427723931004,200.0,0,0,1,0,0,0,1,0,0,5999
773,0,2013-02-16,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,0.7236440382959124,0.6901733882429719,5999.0,4418.0,5579.0,5186.142857142857,5999.0,2425.796668352579,6086.833333333333,6940.5,2759.0905308581787,200.0,0,0,1,0,0,0,1,0,0,4597
773,0,2013-02-17,-2.4492935982947064e-16,1.0,0.8660254037844386,0.5000000000000001,0.7354170229639855,0.6776147890466889,4597.0,0.0,0.0,5186.142857142857,5999.0,2425.796668352579,5879.166666666667,6940.5,2974.0261585860376,200.0,0,0,1,0,0,0,1,0,0,0
773,0,2013-02-18,0.7818314824680298,0.6234898018587336,0.8660254037844386,0.5000000000000001,0.7469720876965552,0.6648553979642865,0.0,6117.0,10032.0,5681.0,5999.0,2945.081379747143,6052.833333333333,7103.0,3034.42499334386,200.0,1,0,1,0,0,0,1,0,0,9581
773,0,2013-02-19,0.9749279121818236,-0.22252093395631434,0.8660254037844386,0.5000000000000001,0.7583058084785625,0.6518989958787126,9581.0,5750.0,9043.0,6032.285714285715,6599.0,3097.3977634075195,6326.466666666666,7201.5,2833.2406416210633,200.0,1,0,1,0,0,0,1,0,0,8209
