store,cluster,x_train,y_train,x_val,y_val
1104,2,"(576, 7, 27)","(576,)","(139, 7, 27)","(139,)"
490,2,"(576, 7, 27)","(576,)","(139, 7, 27)","(139,)"
633,2,"(576, 7, 27)","(576,)","(139, 7, 27)","(139,)"
149,2,"(576, 7, 27)","(576,)","(139, 7, 27)","(139,)"
412,2,"(576, 7, 27)","(576,)","(139, 7, 27)","(139,)"
500,2,"(576, 7, 27)","(576,)","(139, 7, 27)","(139,)"
619,2,"(576, 7, 27)","(576,)","(139, 7, 27)","(139,)"
890,2,"(576, 7, 27)","(576,)","(139, 7, 27)","(139,)"
181,2,"(576, 7, 27)","(576,)","(139, 7, 27)","(139,)"
555,2,"(576, 7, 27)","(576,)","(139, 7, 27)","(139,)"
492,2,"(576, 7, 27)","(576,)","(139, 7, 27)","(139,)"
512,2,"(576, 7, 27)","(576,)","(139, 7, 27)","(139,)"
413,2,"(576, 7, 27)","(576,)","(139, 7, 27)","(139,)"
989,2,"(576, 7, 27)","(576,)","(139, 7, 27)","(139,)"
989,2,"(576, 7, 27)","(576,)","(139, 7, 27)","(139,)"
522,2,"(576, 7, 27)","(576,)","(139, 7, 27)","(139,)"
629,2,"(576, 7, 27)","(576,)","(139, 7, 27)","(139,)"
258,2,"(576, 7, 27)","(576,)","(139, 7, 27)","(139,)"
399,2,"(576, 7, 27)","(576,)","(139, 7, 27)","(139,)"
20,2,"(576, 7, 27)","(576,)","(139, 7, 27)","(139,)"
477,2,"(576, 7, 27)","(576,)","(139, 7, 27)","(139,)"
